tau,n_accepted,pct_accepted,af_sensitivity,af_accepted,noise_rejection_rate,noise_rejected,noise_accepted,noise_fp_rate,nsr_fp_rate,nsr_accepted
0.0,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.005025125628140704,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.010050251256281407,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.01507537688442211,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.020100502512562814,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.02512562814070352,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.03015075376884422,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.035175879396984924,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.04020100502512563,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.04522613065326633,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.05025125628140704,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.05527638190954774,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.06030150753768844,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.06532663316582915,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.07035175879396985,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.07537688442211056,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.08040201005025126,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.08542713567839195,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.09045226130653267,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.09547738693467336,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.10050251256281408,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.10552763819095477,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.11055276381909548,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.11557788944723618,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.12060301507537688,1602,100.0,1.0,747,0.0,0,221,0.7737556561085973,0.0959349593495935,615
0.12562814070351758,1601,99.93757802746566,1.0,747,0.004524886877828055,1,220,0.7727272727272727,0.0959349593495935,615
0.1306532663316583,1601,99.93757802746566,1.0,747,0.004524886877828055,1,220,0.7727272727272727,0.0959349593495935,615
0.135678391959799,1601,99.93757802746566,1.0,747,0.004524886877828055,1,220,0.7727272727272727,0.0959349593495935,615
0.1407035175879397,1601,99.93757802746566,1.0,747,0.004524886877828055,1,220,0.7727272727272727,0.0959349593495935,615
0.1457286432160804,1601,99.93757802746566,1.0,747,0.004524886877828055,1,220,0.7727272727272727,0.0959349593495935,615
0.15075376884422112,1600,99.87515605493134,1.0,747,0.00904977375565611,2,219,0.776255707762557,0.0959349593495935,615
0.15577889447236182,1600,99.87515605493134,1.0,747,0.00904977375565611,2,219,0.776255707762557,0.0959349593495935,615
0.16080402010050251,1600,99.87515605493134,1.0,747,0.00904977375565611,2,219,0.776255707762557,0.0959349593495935,615
0.1658291457286432,1600,99.87515605493134,1.0,747,0.00904977375565611,2,219,0.776255707762557,0.0959349593495935,615
0.1708542713567839,1600,99.87515605493134,1.0,747,0.00904977375565611,2,219,0.776255707762557,0.0959349593495935,615
0.17587939698492464,1599,99.812734082397,1.0,747,0.013574660633484163,3,218,0.7752293577981652,0.0959349593495935,615
0.18090452261306533,1599,99.812734082397,1.0,747,0.013574660633484163,3,218,0.7752293577981652,0.0959349593495935,615
0.18592964824120603,1599,99.812734082397,1.0,747,0.013574660633484163,3,218,0.7752293577981652,0.0959349593495935,615
0.19095477386934673,1599,99.812734082397,1.0,747,0.013574660633484163,3,218,0.7752293577981652,0.0959349593495935,615
0.19597989949748745,1598,99.75031210986268,1.0,747,0.01809954751131222,4,217,0.7788018433179723,0.0959349593495935,615
0.20100502512562815,1598,99.75031210986268,1.0,747,0.01809954751131222,4,217,0.7788018433179723,0.0959349593495935,615
0.20603015075376885,1598,99.75031210986268,1.0,747,0.01809954751131222,4,217,0.7788018433179723,0.0959349593495935,615
0.21105527638190955,1597,99.68789013732834,1.0,747,0.02262443438914027,5,216,0.7777777777777778,0.0959349593495935,615
0.21608040201005024,1596,99.625468164794,1.0,747,0.027149321266968326,6,215,0.7767441860465116,0.0959349593495935,615
0.22110552763819097,1595,99.56304619225968,0.998661311914324,746,0.027149321266968326,6,215,0.7767441860465116,0.0959349593495935,615
0.22613065326633167,1594,99.50062421972534,0.998661311914324,746,0.03167420814479638,7,214,0.7757009345794392,0.0959349593495935,615
0.23115577889447236,1593,99.43820224719101,0.998661311914324,746,0.03619909502262444,8,213,0.7746478873239436,0.0959349593495935,615
0.23618090452261306,1593,99.43820224719101,0.998661311914324,746,0.03619909502262444,8,213,0.7746478873239436,0.0959349593495935,615
0.24120603015075376,1592,99.37578027465668,0.998661311914324,746,0.04072398190045249,9,212,0.7735849056603774,0.0959349593495935,615
0.24623115577889448,1591,99.31335830212234,0.998661311914324,746,0.04524886877828054,10,211,0.7725118483412322,0.0959349593495935,615
0.25125628140703515,1588,99.12609238451935,0.9973226238286479,745,0.05429864253393665,12,209,0.7703349282296651,0.0959349593495935,615
0.2562814070351759,1587,99.06367041198502,0.9973226238286479,745,0.058823529411764705,13,208,0.7692307692307693,0.0959349593495935,615
0.2613065326633166,1587,99.06367041198502,0.9973226238286479,745,0.058823529411764705,13,208,0.7692307692307693,0.0959349593495935,615
0.2663316582914573,1586,99.00124843945068,0.9973226238286479,745,0.06334841628959276,14,207,0.7681159420289855,0.0959349593495935,615
0.271356783919598,1585,98.93882646691635,0.9973226238286479,745,0.06787330316742081,15,206,0.7669902912621359,0.0959349593495935,615
0.2763819095477387,1584,98.87640449438202,0.9959839357429718,744,0.06787330316742081,15,206,0.7669902912621359,0.0959349593495935,615
0.2814070351758794,1583,98.81398252184769,0.9959839357429718,744,0.07239819004524888,16,205,0.7658536585365854,0.0959349593495935,615
0.2864321608040201,1580,98.62671660424469,0.9946452476572959,743,0.08144796380090498,18,203,0.7635467980295566,0.0959349593495935,615
0.2914572864321608,1579,98.56429463171035,0.9946452476572959,743,0.08597285067873303,19,202,0.7623762376237624,0.0959349593495935,615
0.2964824120603015,1577,98.43945068664169,0.9933065595716198,742,0.09049773755656108,20,201,0.7611940298507462,0.0959349593495935,615
0.30150753768844224,1575,98.31460674157303,0.9933065595716198,742,0.09954751131221719,22,199,0.7587939698492462,0.0959349593495935,615
0.3065326633165829,1574,98.25218476903869,0.9933065595716198,742,0.10407239819004525,23,198,0.7626262626262627,0.0959349593495935,615
0.31155778894472363,1574,98.25218476903869,0.9933065595716198,742,0.10407239819004525,23,198,0.7626262626262627,0.0959349593495935,615
0.3165829145728643,1572,98.12734082397003,0.9933065595716198,742,0.11312217194570136,25,196,0.7602040816326531,0.0959349593495935,615
0.32160804020100503,1570,98.00249687890137,0.9933065595716198,742,0.12217194570135746,27,194,0.7577319587628866,0.0959349593495935,615
0.32663316582914576,1566,97.75280898876404,0.9892904953145917,739,0.12669683257918551,28,193,0.7564766839378239,0.0959349593495935,615
0.3316582914572864,1563,97.56554307116106,0.9866131191432396,737,0.13122171945701358,29,192,0.7552083333333334,0.0959349593495935,615
0.33668341708542715,1563,97.56554307116106,0.9866131191432396,737,0.13122171945701358,29,192,0.7552083333333334,0.0959349593495935,615
0.3417085427135678,1559,97.31585518102372,0.9852744310575636,736,0.14479638009049775,32,189,0.7513227513227513,0.0959349593495935,615
0.34673366834170855,1556,97.12858926342072,0.9839357429718876,735,0.1493212669683258,33,188,0.75,0.09446254071661238,614
0.35175879396984927,1518,94.7565543071161,0.9518072289156626,711,0.21266968325791855,47,174,0.7298850574712644,0.09446254071661238,614
0.35678391959798994,1516,94.63171036204744,0.9518072289156626,711,0.22171945701357465,49,172,0.7267441860465116,0.09446254071661238,614
0.36180904522613067,1515,94.5692883895131,0.9504685408299867,710,0.22171945701357465,49,172,0.7267441860465116,0.09446254071661238,614
0.36683417085427134,1510,94.25717852684144,0.9464524765729585,707,0.23076923076923078,51,170,0.7235294117647059,0.09446254071661238,614
0.37185929648241206,1484,92.63420724094883,0.9170013386880856,685,0.24434389140271492,54,167,0.718562874251497,0.0929853181076672,613
0.3768844221105528,1482,92.50936329588015,0.9170013386880856,685,0.25339366515837103,56,165,0.7151515151515152,0.0929853181076672,613
0.38190954773869346,1480,92.38451935081149,0.9156626506024096,684,0.2579185520361991,57,164,0.7195121951219512,0.0929853181076672,613
0.3869346733668342,1478,92.25967540574283,0.9143239625167336,683,0.26244343891402716,58,163,0.7177914110429447,0.0929853181076672,613
0.3919597989949749,1443,90.0749063670412,0.8714859437751004,651,0.27601809954751133,61,160,0.7125,0.0929853181076672,613
0.3969849246231156,1440,89.8876404494382,0.8701472556894244,650,0.2850678733031674,63,158,0.7088607594936709,0.0929853181076672,613
0.4020100502512563,1437,89.70037453183521,0.8661311914323963,647,0.2850678733031674,63,158,0.7088607594936709,0.0929853181076672,613
0.40703517587939697,1420,88.63920099875156,0.8433734939759037,630,0.2850678733031674,63,158,0.7088607594936709,0.0929853181076672,613
0.4120603015075377,1418,88.5143570536829,0.8420348058902276,629,0.2895927601809955,64,157,0.7070063694267515,0.0929853181076672,613
0.4170854271356784,1414,88.26466916354558,0.8393574297188755,627,0.2986425339366516,66,155,0.7032258064516129,0.0929853181076672,613
0.4221105527638191,1410,88.01498127340824,0.8366800535475234,625,0.3076923076923077,68,153,0.6993464052287581,0.0929853181076672,613
0.4271356783919598,1401,87.45318352059925,0.8299866131191432,620,0.3212669683257919,71,150,0.6933333333333334,0.0929853181076672,613
0.4321608040201005,1398,87.26591760299625,0.8299866131191432,620,0.334841628959276,74,147,0.6938775510204082,0.0929853181076672,613
0.4371859296482412,1396,87.14107365792759,0.8286479250334672,619,0.3393665158371041,75,146,0.6917808219178082,0.0929853181076672,613
0.44221105527638194,1390,86.76654182272159,0.8259705488621151,617,0.3574660633484163,79,142,0.6901408450704225,0.0929853181076672,613
0.4472361809045226,1389,86.70411985018727,0.8259705488621151,617,0.36199095022624433,80,141,0.6879432624113475,0.0929853181076672,613
0.45226130653266333,1385,86.45443196004993,0.821954484605087,614,0.3665158371040724,81,140,0.6857142857142857,0.0929853181076672,613
0.457286432160804,1384,86.3920099875156,0.820615796519411,613,0.3665158371040724,81,140,0.6857142857142857,0.0929853181076672,613
0.4623115577889447,1380,86.14232209737828,0.8165997322623829,610,0.37104072398190047,82,139,0.6906474820143885,0.0929853181076672,613
0.46733668341708545,1379,86.07990012484395,0.8165997322623829,610,0.37104072398190047,82,139,0.6906474820143885,0.0915032679738562,612
0.4723618090452261,1374,85.76779026217228,0.8152610441767069,609,0.3891402714932127,86,135,0.6888888888888889,0.0915032679738562,612
0.47738693467336685,1371,85.58052434456928,0.8139223560910308,608,0.39819004524886875,88,133,0.6842105263157895,0.0915032679738562,612
0.4824120603015075,1365,85.2059925093633,0.8085676037483266,604,0.4072398190045249,90,131,0.6793893129770993,0.0915032679738562,612
0.48743718592964824,1359,84.8314606741573,0.8032128514056225,600,0.4117647058823529,91,130,0.6846153846153846,0.0915032679738562,612
0.49246231155778897,1355,84.58177278401998,0.7991967871485943,597,0.416289592760181,92,129,0.6821705426356589,0.0915032679738562,612
0.49748743718592964,1353,84.45692883895131,0.7978580990629184,596,0.42081447963800905,93,128,0.6875,0.0915032679738562,612
0.5025125628140703,1350,84.26966292134831,0.7951807228915663,594,0.4253393665158371,94,127,0.6929133858267716,0.0915032679738562,612
0.507537688442211,1348,84.14481897627965,0.7938420348058902,593,0.4298642533936652,95,126,0.6904761904761905,0.0915032679738562,612
0.5125628140703518,1345,83.95755305867667,0.7911646586345381,591,0.4343891402714932,96,125,0.688,0.0915032679738562,612
0.5175879396984925,1343,83.83270911360799,0.7911646586345381,591,0.43891402714932126,97,124,0.6854838709677419,0.0915032679738562,612
0.5226130653266332,1340,83.645443196005,0.7898259705488622,590,0.4479638009049774,99,122,0.6885245901639344,0.0915032679738562,612
0.5276381909547738,1335,83.33333333333334,0.784471218206158,586,0.45248868778280543,100,121,0.6859504132231405,0.0915032679738562,612
0.5326633165829145,1334,83.270911360799,0.784471218206158,586,0.45701357466063347,101,120,0.6833333333333333,0.0915032679738562,612
